account_id,country,industry,account_age_months,monthly_tpv,tpv_trend_3m_pct,txn_count_monthly,avg_ticket_size,num_products_used,login_freq_monthly,disputes_90d,chargebacks_90d,support_tickets_90d,failed_txn_ratio,churn
SMB_EU_000270,FR,Hospitality,12,5783.69,-5.29,70,82.62,2,8,1,0,2,0.065,0
SMB_EU_000271,ES,E-commerce,34,35644.58,-14.61,247,144.31,3,10,2,0,2,0.061,0
SMB_EU_000272,ES,Subscription,11,22987.68,-9.56,207,111.05,3,14,2,0,3,0.049,1
SMB_EU_000273,UK,Retail,11,7348.13,-35.01,68,108.06,1,15,0,0,1,0.139,0
SMB_EU_000274,UK,E-commerce,14,17298.71,11.16,123,140.64,2,6,0,1,2,0.069,0
SMB_EU_000275,NL,Hospitality,70,6301.28,-12.07,25,252.05,1,9,0,0,1,0.19,0
SMB_EU_000276,NL,Hospitality,37,2281.29,-85.53,8,285.16,3,9,2,0,1,0.043,0
SMB_EU_000277,ES,E-commerce,27,12258.12,-34.63,63,194.57,3,9,3,0,3,0.032,0
SMB_EU_000278,IT,E-commerce,15,39168.49,-6.67,253,154.82,1,11,1,1,0,0.095,0
SMB_EU_000279,ES,Services,46,3188.57,-45.54,12,265.71,2,9,0,0,1,0.114,0
SMB_EU_000280,ES,Retail,39,28450.55,-11.32,300,94.84,2,9,0,0,0,0.076,0
SMB_EU_000281,UK,Services,73,10101.8,-32.79,101,100.02,1,4,1,0,1,0.088,0
SMB_EU_000282,FR,Hospitality,12,7634.35,-9.86,49,155.8,4,16,1,2,0,0.069,0
SMB_EU_000283,FR,Services,11,7000.24,-1.85,39,179.49,1,9,3,1,1,0.166,0
SMB_EU_000284,DE,Services,5,2883.81,-6.7,11,262.16,2,10,1,0,2,0.068,0
SMB_EU_000285,IT,Retail,38,6823.03,-44.09,24,284.29,2,8,0,0,0,0.091,0
SMB_EU_000286,DE,Hospitality,31,14247.75,-60.48,72,197.89,3,8,1,2,2,0.063,1
SMB_EU_000287,NL,Services,20,3458.1,-19.52,18,192.12,1,8,0,1,1,0.021,0
SMB_EU_000288,IT,E-commerce,5,28352.9,14.34,223,127.14,2,8,3,0,0,0.241,0
SMB_EU_000289,FR,Subscription,64,3939.29,1.51,22,179.06,1,8,1,0,3,0.128,0
SMB_EU_000290,IT,E-commerce,30,7309.36,37.24,26,281.13,3,9,2,0,4,0.049,0
SMB_EU_000291,DE,Retail,56,25034.94,-10.63,150,166.9,1,15,0,0,1,0.141,0
SMB_EU_000292,DE,E-commerce,60,14893.84,-12.88,118,126.22,3,7,0,0,2,0.111,0
SMB_EU_000293,ES,Subscription,37,6515.11,23.01,42,155.12,2,11,2,0,1,0.061,0
SMB_EU_000294,FR,E-commerce,40,33977.37,15.87,176,193.05,1,9,0,0,1,0.099,0
SMB_EU_000295,DE,Services,16,10558.5,5.77,50,211.17,1,10,0,1,1,0.268,0
SMB_EU_000296,NL,Services,28,8687.55,-16.71,50,173.75,1,8,0,0,0,0.127,0
SMB_EU_000297,ES,E-commerce,50,10655.88,-20.09,43,247.81,4,9,1,1,1,0.094,0
SMB_EU_000298,DE,Retail,14,6734.82,-53.94,32,210.46,2,4,0,0,0,0.198,0
SMB_EU_000299,IT,Services,48,6028.0,-6.46,27,223.26,4,9,1,0,1,0.041,0
SMB_EU_000300,DE,E-commerce,46,22752.84,17.14,84,270.87,1,5,1,1,2,0.058,0
SMB_EU_000301,DE,Services,45,3685.28,-0.33,14,263.23,1,8,2,0,0,0.188,0
SMB_EU_000302,NL,E-commerce,27,16618.1,-17.49,133,124.95,4,7,2,1,1,0.05,0
SMB_EU_000303,IT,E-commerce,15,17610.32,0.6,81,217.41,3,7,0,1,0,0.034,0
SMB_EU_000304,IT,Services,78,10821.12,-46.99,46,235.24,3,11,0,2,2,0.189,0
SMB_EU_000305,ES,E-commerce,62,23587.8,-81.21,210,112.32,4,14,1,0,0,0.08,0
SMB_EU_000306,UK,E-commerce,27,6073.71,-58.21,23,264.07,4,12,1,0,1,0.137,1
SMB_EU_000307,NL,E-commerce,31,13195.45,-7.92,110,119.96,1,12,2,0,1,0.059,0
SMB_EU_000308,FR,E-commerce,22,8591.56,-17.33,34,252.69,1,16,0,2,2,0.165,1
SMB_EU_000309,ES,E-commerce,5,21092.19,-27.3,183,115.26,1,4,0,1,2,0.012,0
SMB_EU_000310,FR,Services,25,8700.06,-11.66,36,241.67,3,12,1,0,1,0.133,0
SMB_EU_000311,NL,E-commerce,37,15942.42,-14.48,142,112.27,2,7,0,0,1,0.059,0
SMB_EU_000312,DE,E-commerce,17,12770.96,-18.5,78,163.73,2,7,0,3,0,0.036,0
SMB_EU_000313,DE,Hospitality,21,6254.25,13.64,56,111.68,3,11,2,0,2,0.057,0
SMB_EU_000314,UK,E-commerce,21,17003.2,-68.34,122,139.37,3,9,0,0,1,0.128,0
SMB_EU_000315,ES,E-commerce,29,10216.36,-35.12,34,300.48,1,10,1,1,1,0.022,0
SMB_EU_000316,IT,Subscription,22,4331.86,18.56,42,103.14,2,13,1,0,2,0.077,0
SMB_EU_000317,FR,Services,13,1461.34,-12.84,9,162.37,1,18,0,0,0,0.178,0
SMB_EU_000318,DE,Hospitality,29,12833.63,26.35,56,229.17,2,15,0,1,0,0.058,0
SMB_EU_000319,DE,Hospitality,36,8081.51,8.47,80,101.02,1,7,4,1,1,0.038,0
SMB_EU_000320,FR,Retail,30,9943.79,11.85,96,103.58,1,9,1,0,2,0.09,0
SMB_EU_000321,IT,Hospitality,5,12818.36,-29.96,115,111.46,3,10,1,0,3,0.146,0
SMB_EU_000322,ES,E-commerce,40,7062.29,1.69,32,220.7,4,14,0,0,1,0.09,0
SMB_EU_000323,IT,E-commerce,10,5294.52,1.86,19,278.66,4,4,0,0,1,0.067,0
SMB_EU_000324,FR,E-commerce,35,18889.18,19.22,72,262.35,1,8,1,0,1,0.273,0
SMB_EU_000325,UK,Retail,36,9539.15,-35.28,32,298.1,3,5,0,1,2,0.051,1
SMB_EU_000326,ES,Retail,7,2831.08,-10.92,14,202.22,3,10,2,0,0,0.094,0
SMB_EU_000327,IT,Subscription,47,11166.71,8.79,38,293.86,3,10,0,1,2,0.206,0
SMB_EU_000328,IT,E-commerce,77,11797.84,-63.82,80,147.47,3,15,1,0,0,0.093,0
SMB_EU_000329,FR,E-commerce,21,9242.36,19.79,54,171.15,4,10,1,0,1,0.041,0
SMB_EU_000330,FR,Retail,35,6549.49,20.11,39,167.94,1,7,3,0,1,0.039,0
SMB_EU_000331,FR,Retail,19,1848.78,-14.86,20,92.44,3,6,1,0,0,0.043,0
SMB_EU_000332,ES,Services,10,3506.48,17.4,13,269.73,3,7,2,0,1,0.085,0
SMB_EU_000333,DE,E-commerce,50,9830.34,-1.26,115,85.48,1,11,4,1,1,0.057,0
SMB_EU_000334,DE,E-commerce,36,20953.63,-1.6,87,240.85,2,4,0,0,1,0.022,0
SMB_EU_000335,DE,Retail,15,7275.43,-18.44,43,169.2,1,11,1,1,0,0.214,1
SMB_EU_000336,DE,Services,10,7335.75,26.22,90,81.51,4,24,0,1,0,0.06,0
SMB_EU_000337,UK,Retail,80,1732.76,-7.28,12,144.4,4,10,1,0,1,0.129,0
SMB_EU_000338,ES,Retail,8,4835.49,5.1,31,155.98,2,8,2,0,2,0.129,0
SMB_EU_000339,NL,E-commerce,39,20939.73,3.81,72,290.83,2,12,2,0,5,0.041,0
SMB_EU_000340,DE,E-commerce,30,12462.59,-20.11,55,226.59,1,15,0,0,0,0.168,0
SMB_EU_000341,NL,Retail,44,13286.09,-26.17,67,198.3,3,8,1,0,3,0.092,1
SMB_EU_000342,NL,Hospitality,67,2031.95,0.08,19,106.94,1,14,2,0,0,0.109,0
SMB_EU_000343,DE,Hospitality,2,9303.83,-6.81,56,166.14,2,17,0,0,0,0.132,0
SMB_EU_000344,NL,Services,12,3407.42,-1.34,39,87.37,3,15,1,1,1,0.068,0
SMB_EU_000345,FR,E-commerce,24,9643.96,15.98,39,247.28,2,12,0,0,1,0.099,0
SMB_EU_000346,IT,Retail,70,14498.86,3.37,125,115.99,2,11,0,0,1,0.044,0
SMB_EU_000347,IT,E-commerce,19,30120.04,11.38,143,210.63,1,9,2,0,1,0.229,0
SMB_EU_000348,DE,Subscription,16,16744.07,6.68,72,232.56,1,8,2,0,1,0.13,1
SMB_EU_000349,FR,Hospitality,3,20387.96,-4.75,127,160.54,3,10,0,1,1,0.126,0
SMB_EU_000350,IT,Services,15,10692.26,-15.03,49,218.21,1,12,1,0,1,0.081,0
SMB_EU_000351,NL,Retail,38,4963.84,3.97,20,248.19,1,8,0,0,1,0.047,0
SMB_EU_000352,UK,E-commerce,24,16330.48,1.26,136,120.08,2,11,1,0,3,0.01,0
SMB_EU_000353,IT,Retail,15,6445.12,13.73,30,214.84,2,15,1,1,1,0.026,0
SMB_EU_000354,DE,Hospitality,80,20271.45,-2.26,84,241.33,2,6,1,0,2,0.057,0
SMB_EU_000355,DE,Subscription,21,17464.09,-4.46,110,158.76,2,15,2,0,3,0.073,0
SMB_EU_000356,IT,Subscription,29,8035.72,-3.44,69,116.46,2,5,0,0,2,0.037,0
SMB_EU_000357,DE,E-commerce,14,25401.19,-63.42,178,142.7,1,10,1,1,2,0.204,1
SMB_EU_000358,IT,E-commerce,10,7161.58,21.7,25,286.46,1,10,0,0,0,0.102,0
SMB_EU_000359,UK,Subscription,42,10458.15,17.09,66,158.46,3,6,0,0,3,0.044,0
SMB_EU_000360,IT,Hospitality,6,3417.83,-18.2,33,103.57,2,15,3,0,2,0.159,0
SMB_EU_000361,FR,Retail,36,2904.57,12.06,30,96.82,2,6,1,1,0,0.01,0
SMB_EU_000362,IT,E-commerce,33,24017.24,-27.68,201,119.49,2,11,1,0,2,0.143,1
SMB_EU_000363,NL,Retail,11,13799.0,14.78,128,107.8,1,11,2,1,1,0.112,0
SMB_EU_000364,IT,E-commerce,13,19734.69,-10.45,104,189.76,1,11,3,2,0,0.092,0
SMB_EU_000365,UK,E-commerce,21,13440.47,5.4,86,156.28,2,13,1,0,0,0.149,0
SMB_EU_000366,FR,Hospitality,9,2806.52,-78.11,11,255.14,2,10,1,1,3,0.037,1
SMB_EU_000367,UK,E-commerce,4,7472.59,-17.98,27,276.76,2,12,0,2,1,0.093,1
SMB_EU_000368,UK,Retail,23,4472.17,7.03,24,186.34,1,12,1,0,1,0.088,0
SMB_EU_000369,DE,E-commerce,43,13037.71,-63.27,47,277.4,1,10,1,0,1,0.029,1
SMB_EU_000370,DE,Services,31,9536.68,-12.6,53,179.94,2,9,2,0,1,0.04,0
SMB_EU_000371,DE,Hospitality,54,11336.21,20.94,51,222.28,2,12,1,0,1,0.046,0
SMB_EU_000372,DE,E-commerce,19,5578.44,33.16,48,116.22,4,12,0,0,1,0.037,0
SMB_EU_000373,DE,Subscription,27,5937.48,14.06,65,91.35,1,14,1,2,0,0.038,0
SMB_EU_000374,IT,Subscription,13,5842.32,-16.38,51,114.56,4,13,3,0,1,0.268,0
SMB_EU_000375,DE,Retail,28,1751.53,-24.03,13,134.73,4,6,1,0,0,0.153,0
SMB_EU_000376,FR,Retail,52,11235.9,-23.42,46,244.26,2,7,0,0,0,0.025,0
SMB_EU_000377,UK,Services,37,4313.47,-54.89,37,116.58,3,7,1,0,3,0.072,1
SMB_EU_000378,DE,Services,57,4671.84,0.82,43,108.65,4,12,0,1,0,0.097,0
SMB_EU_000379,ES,Subscription,32,20181.11,28.86,71,284.24,1,6,0,0,0,0.022,0
SMB_EU_000380,FR,Services,24,5272.07,13.69,23,229.22,1,8,0,0,1,0.01,0
SMB_EU_000381,DE,Hospitality,67,4633.54,-6.96,25,185.34,1,6,0,0,0,0.044,0
SMB_EU_000382,IT,E-commerce,28,21142.74,-14.17,210,100.68,2,9,0,0,2,0.132,0
SMB_EU_000383,IT,Retail,77,15101.06,15.03,56,269.66,1,9,0,1,2,0.094,0
SMB_EU_000384,UK,Retail,48,9557.46,-8.0,92,103.89,4,12,2,0,3,0.02,0
SMB_EU_000385,ES,E-commerce,15,22681.83,3.25,106,213.98,2,9,0,0,1,0.122,0
SMB_EU_000386,ES,Hospitality,22,5498.19,-50.62,24,229.09,4,11,0,0,0,0.092,0
SMB_EU_000387,FR,Hospitality,67,5712.43,8.54,34,168.01,1,9,0,0,1,0.164,0
SMB_EU_000388,DE,Services,54,5350.82,-16.73,19,281.62,3,13,0,0,2,0.122,0
SMB_EU_000389,ES,E-commerce,43,9546.53,-18.62,105,90.92,2,5,1,0,1,0.05,1
SMB_EU_000390,ES,Hospitality,40,4267.05,15.47,16,266.69,2,19,0,0,3,0.071,0
SMB_EU_000391,UK,Retail,9,18286.61,8.32,91,200.95,4,11,1,0,1,0.045,0
SMB_EU_000392,FR,E-commerce,10,50040.06,11.1,233,214.76,2,10,0,0,0,0.046,0
SMB_EU_000393,FR,Services,31,12997.5,-5.68,44,295.4,1,6,2,1,1,0.075,0
SMB_EU_000394,ES,Hospitality,13,2712.32,2.68,13,208.64,4,8,0,0,1,0.071,0
SMB_EU_000395,FR,Subscription,21,3839.38,0.95,15,255.96,2,11,0,1,0,0.065,0
SMB_EU_000396,UK,E-commerce,20,7342.1,-2.22,65,112.96,1,7,2,0,2,0.181,0
SMB_EU_000397,UK,E-commerce,39,16259.59,2.56,63,258.09,2,10,0,1,0,0.068,0
SMB_EU_000398,NL,E-commerce,32,2781.01,-31.62,11,252.82,2,15,1,0,0,0.061,1
SMB_EU_000399,ES,E-commerce,51,10535.7,16.12,36,292.66,2,7,0,0,1,0.106,0
SMB_EU_000400,ES,Services,32,11631.27,-17.73,41,283.69,2,14,0,0,1,0.149,0
SMB_EU_000401,DE,Hospitality,30,10818.12,-9.16,85,127.27,3,7,1,0,3,0.018,0
SMB_EU_000402,UK,Services,26,3683.93,17.87,20,184.2,1,5,0,0,0,0.056,0
SMB_EU_000403,NL,Retail,56,6168.33,-2.27,22,280.38,1,15,3,0,0,0.166,1
SMB_EU_000404,ES,Services,26,7027.16,7.63,32,219.6,3,11,1,0,1,0.031,0
SMB_EU_000405,FR,Retail,15,14021.65,7.41,77,182.1,3,11,0,1,2,0.228,0
SMB_EU_000406,UK,Services,41,3631.17,-12.75,35,103.75,1,14,0,1,2,0.099,0
SMB_EU_000407,FR,E-commerce,24,13032.3,-5.73,83,157.02,1,9,1,1,1,0.044,1
SMB_EU_000408,DE,E-commerce,47,10680.76,11.26,47,227.25,4,13,0,0,0,0.016,0
SMB_EU_000409,UK,E-commerce,60,6747.96,-7.44,27,249.92,3,7,2,1,0,0.09,0
SMB_EU_000410,DE,Subscription,23,7888.28,-44.65,44,179.28,3,13,0,0,3,0.028,0
SMB_EU_000411,FR,Retail,59,6698.51,19.57,73,91.76,1,9,0,0,4,0.044,0
SMB_EU_000412,UK,E-commerce,48,7040.39,17.16,32,220.01,2,11,1,1,0,0.121,0
SMB_EU_000413,UK,Services,17,7367.56,-25.31,26,283.37,1,7,0,0,0,0.047,0
SMB_EU_000414,IT,E-commerce,13,20046.26,-42.7,106,189.12,3,10,0,0,1,0.183,0
SMB_EU_000415,IT,Retail,12,12144.46,2.66,43,282.43,3,9,0,0,0,0.042,0
SMB_EU_000416,NL,E-commerce,10,9461.28,4.81,60,157.69,2,12,1,0,0,0.037,0
SMB_EU_000417,FR,E-commerce,55,4562.66,-34.99,17,268.39,1,11,1,1,2,0.105,1
SMB_EU_000418,FR,Subscription,23,11912.92,8.13,47,253.47,3,3,1,1,1,0.036,0
SMB_EU_000419,IT,Services,16,3356.74,-25.67,12,279.73,3,12,0,0,4,0.189,0
SMB_EU_000420,ES,E-commerce,18,8790.3,3.07,35,251.15,2,8,0,0,3,0.106,0
SMB_EU_000421,ES,Subscription,37,4233.35,-20.66,28,151.19,3,11,1,1,0,0.131,0
SMB_EU_000422,ES,E-commerce,71,12715.94,-14.44,46,276.43,1,6,1,1,3,0.097,0
SMB_EU_000423,DE,Retail,17,20611.27,10.99,91,226.5,3,12,0,0,4,0.088,0
SMB_EU_000424,NL,E-commerce,45,11076.0,-2.99,96,115.37,2,10,1,0,2,0.041,0
SMB_EU_000425,DE,E-commerce,26,7800.35,10.46,87,89.66,1,10,3,0,1,0.087,1
SMB_EU_000426,IT,Retail,38,11829.56,-3.31,74,159.86,3,3,0,0,1,0.052,0
SMB_EU_000427,NL,Subscription,14,9983.28,-24.48,39,255.98,2,8,0,1,0,0.092,0
SMB_EU_000428,UK,Services,42,1401.94,-3.59,6,233.66,2,10,2,0,0,0.139,0
SMB_EU_000429,FR,E-commerce,21,22319.44,-29.32,114,195.78,1,11,1,0,2,0.035,0
SMB_EU_000430,DE,Hospitality,19,21516.93,3.38,266,80.89,1,12,1,0,3,0.052,0
SMB_EU_000431,DE,Services,26,1050.34,-32.53,6,175.06,4,8,0,0,2,0.179,0
SMB_EU_000432,ES,Subscription,39,4287.92,-21.79,37,115.89,2,8,0,0,1,0.207,0
SMB_EU_000433,IT,Services,23,905.13,-13.24,5,181.03,1,6,0,0,1,0.249,0
SMB_EU_000434,DE,E-commerce,19,14337.34,-64.49,48,298.69,4,7,0,0,1,0.007,1
SMB_EU_000435,DE,Services,24,9058.19,-8.18,33,274.49,1,14,0,0,0,0.138,0
SMB_EU_000436,ES,Hospitality,23,6392.08,-15.63,43,148.65,2,12,0,0,1,0.198,0
SMB_EU_000437,DE,Hospitality,37,13831.61,-21.09,66,209.57,1,12,3,0,0,0.171,1
SMB_EU_000438,ES,Retail,20,13167.76,23.13,69,190.84,4,4,0,2,0,0.097,0
SMB_EU_000439,ES,Retail,19,22214.16,-10.17,205,108.36,2,7,3,1,0,0.12,0
SMB_EU_000440,DE,E-commerce,14,30089.51,-33.46,101,297.92,3,8,1,0,1,0.08,1
SMB_EU_000441,DE,E-commerce,39,11778.6,-55.67,68,173.21,2,7,1,0,2,0.215,1
SMB_EU_000442,UK,Retail,29,8326.78,-16.87,44,189.25,1,9,0,0,0,0.085,0
SMB_EU_000443,FR,Services,56,2969.02,-13.27,13,228.39,2,11,1,0,0,0.072,0
SMB_EU_000444,FR,Retail,52,6966.05,10.66,57,122.21,2,7,0,0,2,0.086,0
SMB_EU_000445,ES,Hospitality,31,6226.77,-6.72,48,129.72,4,9,1,1,0,0.076,0
SMB_EU_000446,UK,E-commerce,24,14254.97,-17.29,116,122.89,3,17,0,0,3,0.097,0
SMB_EU_000447,UK,Subscription,26,20137.36,-16.25,122,165.06,3,7,0,0,3,0.098,0
SMB_EU_000448,ES,E-commerce,16,12304.31,17.25,99,124.29,1,14,0,2,0,0.087,0
SMB_EU_000449,FR,Retail,14,4573.09,8.05,16,285.82,1,9,0,0,1,0.125,0
SMB_EU_000450,DE,Hospitality,13,3560.83,-36.8,15,237.39,2,6,0,0,1,0.147,1
SMB_EU_000451,ES,Services,23,7407.54,-16.72,27,274.35,2,14,2,1,3,0.087,0
SMB_EU_000452,IT,Subscription,2,3878.09,0.71,15,258.54,3,13,0,0,0,0.141,0
SMB_EU_000453,NL,E-commerce,69,13294.34,-3.66,57,233.23,3,10,0,0,1,0.036,0
SMB_EU_000454,UK,E-commerce,12,33266.48,-4.91,249,133.6,4,13,0,0,2,0.062,0
SMB_EU_000455,DE,Subscription,81,10727.21,-14.74,50,214.54,1,8,3,1,1,0.147,0
SMB_EU_000456,NL,Retail,12,7649.79,-21.08,63,121.43,3,9,0,1,2,0.147,1
SMB_EU_000457,DE,Hospitality,26,5872.11,30.12,54,108.74,2,5,1,1,2,0.254,0
SMB_EU_000458,NL,E-commerce,34,8087.43,0.41,37,218.58,2,9,0,2,1,0.306,0
SMB_EU_000459,DE,Retail,28,4783.44,-42.56,22,217.43,2,8,1,0,2,0.055,1
SMB_EU_000460,DE,E-commerce,17,13342.32,0.09,117,114.04,4,7,1,0,0,0.05,0
SMB_EU_000461,DE,E-commerce,17,17651.38,0.7,112,157.6,2,9,3,1,1,0.179,0
SMB_EU_000462,IT,Hospitality,45,10597.83,-0.93,112,94.62,1,15,3,0,4,0.174,1
SMB_EU_000463,ES,Subscription,57,9513.97,-16.81,40,237.85,2,11,0,1,0,0.001,0
SMB_EU_000464,IT,E-commerce,5,33774.79,-68.38,114,296.27,4,6,0,1,1,0.029,1
SMB_EU_000465,UK,Services,31,13099.27,-15.83,54,242.58,3,9,0,0,4,0.191,0
SMB_EU_000466,FR,Retail,39,12891.93,2.82,49,263.1,1,6,0,1,3,0.037,0
SMB_EU_000467,FR,E-commerce,30,31281.88,14.07,169,185.1,3,9,1,0,2,0.031,0
SMB_EU_000468,UK,Retail,8,4415.02,11.03,44,100.34,1,7,2,0,1,0.095,0
SMB_EU_000469,FR,Subscription,37,4516.35,-12.13,19,237.7,1,11,0,2,2,0.121,0
SMB_EU_000470,UK,Services,52,6822.47,16.99,50,136.45,2,8,1,0,0,0.043,0
SMB_EU_000471,DE,Hospitality,14,2683.26,11.48,16,167.7,2,10,0,1,1,0.1,0
SMB_EU_000472,UK,Services,17,4200.55,-22.16,18,233.36,1,18,0,0,2,0.059,0
SMB_EU_000473,DE,Hospitality,30,9530.28,33.74,34,280.3,3,9,0,0,1,0.029,0
SMB_EU_000474,UK,Subscription,25,21015.25,30.66,112,187.64,3,11,2,0,1,0.095,0
SMB_EU_000475,NL,Services,17,4292.67,10.35,15,286.18,2,15,1,3,2,0.041,0
SMB_EU_000476,UK,Subscription,10,6093.72,8.48,31,196.57,1,6,0,0,2,0.04,0
SMB_EU_000477,DE,E-commerce,18,18180.09,-24.2,170,106.94,1,11,1,0,0,0.156,0
SMB_EU_000478,IT,Retail,4,4200.97,-8.76,22,190.95,1,9,0,1,2,0.257,1
SMB_EU_000479,UK,E-commerce,40,13518.82,-8.55,50,270.38,1,7,3,0,2,0.022,0
SMB_EU_000480,NL,Retail,15,7961.69,10.1,40,199.04,4,11,0,0,0,0.118,0
SMB_EU_000481,IT,Hospitality,44,5900.1,-12.85,24,245.84,2,15,1,0,1,0.193,0
SMB_EU_000482,IT,E-commerce,22,15818.06,8.89,79,200.23,1,9,0,0,3,0.102,0
SMB_EU_000483,NL,Hospitality,29,3636.61,2.35,18,202.03,1,7,2,0,1,0.105,0
SMB_EU_000484,IT,Retail,6,5171.93,-12.84,36,143.66,4,11,0,1,1,0.034,0
SMB_EU_000485,IT,Retail,42,5109.86,0.39,41,124.63,2,7,2,0,1,0.021,0
SMB_EU_000486,UK,E-commerce,113,5674.56,19.58,40,141.86,2,10,2,1,2,0.027,0
SMB_EU_000487,DE,Subscription,20,11048.81,1.24,62,178.21,2,7,2,1,0,0.095,0
SMB_EU_000488,FR,E-commerce,29,25657.72,1.3,99,259.17,1,12,1,0,0,0.134,0
SMB_EU_000489,UK,E-commerce,31,24187.51,-22.6,92,262.91,4,7,1,0,1,0.089,0
SMB_EU_000490,UK,Services,9,4271.39,6.89,37,115.44,1,6,1,0,0,0.08,0
SMB_EU_000491,NL,Hospitality,11,3688.27,-4.96,18,204.9,3,12,1,0,1,0.132,0
SMB_EU_000492,IT,E-commerce,38,23444.57,5.25,137,171.13,1,6,0,0,1,0.039,0
SMB_EU_000493,FR,E-commerce,14,22007.96,-15.74,107,205.68,2,5,1,0,2,0.089,1
SMB_EU_000494,DE,Retail,22,9114.75,-11.99,41,222.31,4,12,1,1,0,0.025,0
SMB_EU_000495,NL,Subscription,29,25631.22,-10.07,181,141.61,3,9,1,0,3,0.018,0
SMB_EU_000496,FR,Retail,39,7874.16,7.05,28,281.22,1,6,0,2,2,0.048,0
SMB_EU_000497,IT,E-commerce,23,12857.36,2.4,45,285.72,2,18,0,0,1,0.252,0
SMB_EU_000498,DE,Retail,23,6293.71,-28.23,61,103.18,1,10,0,0,3,0.04,0
SMB_EU_000499,UK,Retail,102,3135.9,10.36,13,241.22,4,9,0,0,3,0.07,0
SMB_EU_000500,UK,Services,49,7435.32,-14.89,85,87.47,3,6,1,0,0,0.125,0
SMB_EU_000501,IT,Retail,20,7509.36,-4.35,83,90.47,2,10,2,0,5,0.054,0
SMB_EU_000502,NL,Retail,24,10863.41,-15.53,37,293.61,1,13,1,1,0,0.043,1
SMB_EU_000503,FR,E-commerce,78,45294.11,-12.3,195,232.28,1,11,1,0,0,0.192,0
SMB_EU_000504,ES,Retail,39,6328.04,-22.0,42,150.67,3,7,1,0,1,0.166,0
SMB_EU_000505,IT,Retail,53,1967.25,2.11,9,218.58,2,11,2,0,4,0.106,0
SMB_EU_000506,DE,Services,20,6673.07,-12.93,25,266.92,1,13,0,1,2,0.075,1
SMB_EU_000507,UK,Services,18,5526.49,-7.43,20,276.32,4,13,0,0,0,0.077,0
SMB_EU_000508,ES,Subscription,67,5799.39,-58.38,69,84.05,1,7,1,2,3,0.16,1
SMB_EU_000509,UK,Services,25,6345.83,15.66,24,264.41,1,11,0,1,2,0.024,0
SMB_EU_000510,ES,Hospitality,25,9615.89,13.93,36,267.11,1,11,1,0,1,0.188,0
SMB_EU_000511,IT,Retail,19,4533.42,-0.82,21,215.88,1,8,0,0,0,0.007,0
SMB_EU_000512,FR,Services,52,4173.01,18.98,22,189.68,2,7,2,0,3,0.196,0
SMB_EU_000513,UK,Services,30,12127.68,-30.19,116,104.55,2,7,0,0,1,0.101,0
SMB_EU_000514,UK,Services,11,3242.89,28.16,24,135.12,1,13,2,1,0,0.126,0
SMB_EU_000515,DE,E-commerce,17,15612.19,10.39,83,188.1,1,14,1,0,1,0.159,0
SMB_EU_000516,DE,Retail,59,1656.65,1.54,6,276.11,1,20,2,0,2,0.006,0
SMB_EU_000517,FR,Services,31,2055.11,-13.37,8,256.89,1,12,0,1,2,0.115,0
SMB_EU_000518,ES,Services,52,5495.6,-6.57,29,189.5,1,12,2,0,3,0.171,0
SMB_EU_000519,UK,Subscription,34,18803.02,9.14,74,254.09,1,8,1,1,3,0.028,0
SMB_EU_000520,DE,Retail,12,3533.27,9.48,14,252.38,1,8,0,1,1,0.06,0
SMB_EU_000521,IT,Retail,37,8366.03,10.03,40,209.15,3,10,1,0,2,0.052,0
SMB_EU_000522,FR,Retail,25,6385.38,-33.17,50,127.71,1,7,1,2,2,0.195,1
SMB_EU_000523,UK,Services,18,8857.73,-48.59,57,155.4,3,10,2,0,4,0.134,1
SMB_EU_000524,UK,Retail,19,3852.64,2.93,33,116.75,1,8,0,0,2,0.021,0
SMB_EU_000525,ES,Retail,51,10355.19,11.55,127,81.54,3,12,3,0,1,0.047,0
SMB_EU_000526,NL,Subscription,31,6080.03,0.05,62,98.07,3,9,2,2,0,0.066,0
SMB_EU_000527,FR,Retail,30,9145.52,22.22,37,247.18,2,13,1,0,2,0.07,0
SMB_EU_000528,FR,Services,71,5211.13,0.5,60,86.85,1,13,1,1,3,0.019,0
SMB_EU_000529,DE,E-commerce,15,12896.85,-0.01,77,167.49,1,7,1,0,1,0.129,1
SMB_EU_000530,UK,Services,25,6660.04,10.06,22,302.73,3,9,0,0,2,0.042,0
SMB_EU_000531,ES,Hospitality,16,6159.23,18.29,24,256.63,2,11,0,1,1,0.044,0
SMB_EU_000532,UK,Subscription,37,8310.67,-20.24,34,244.43,1,9,1,0,2,0.086,0
SMB_EU_000533,UK,Subscription,30,7267.23,-45.0,52,139.75,4,13,0,0,1,0.202,0
SMB_EU_000534,IT,Retail,20,8381.28,-54.34,38,220.56,2,16,1,1,0,0.174,0
SMB_EU_000535,ES,Retail,22,9140.07,47.38,48,190.42,3,6,1,0,3,0.029,0
SMB_EU_000536,UK,E-commerce,48,8285.98,-52.21,38,218.05,1,10,0,0,1,0.078,0
SMB_EU_000537,UK,Hospitality,56,4865.05,-1.83,28,173.75,1,10,0,0,1,0.141,0
SMB_EU_000538,FR,Services,17,2654.69,9.28,13,204.21,2,7,2,0,0,0.054,0
SMB_EU_000539,NL,E-commerce,116,14645.64,14.65,49,298.89,2,14,0,0,1,0.061,0
